Participant	QN	Neologism	Condition	Figure	Regularity	Pattern	Score	Unknown	Age
Suj12	11Q06	majordome	1	Metaphor	Low	P11	NA	NA	20
Suj12	11Q07	acrobate	1	Metaphor	Low	P11	NA	NA	20
Suj12	11Q08	arbitre	1	Metaphor	Low	P11	NA	NA	20
Suj12	11Q09	infirmier	1	Metaphor	Low	P11	NA	NA	20
Suj12	11Q10	troubadour	1	Metaphor	Low	P11	NA	NA	20
Suj12	12Q01	pistache	1	Metaphor	Low	P12	1	NA	20
Suj12	12Q02	orange	1	Metaphor	Low	P12	1	NA	20
Suj12	12Q03	cacahuete	1	Metaphor	Low	P12	7	NA	20
Suj12	12Q04	abricot	1	Metaphor	Low	P12	1	NA	20
Suj12	12Q05	olive	1	Metaphor	Low	P12	5	NA	20
Suj12	12Q06	cerise	1	Metaphor	Low	P12	NA	NA	20
Suj12	12Q07	haricot	1	Metaphor	Low	P12	NA	NA	20
Suj12	12Q08	datte	1	Metaphor	Low	P12	NA	NA	20
Suj12	12Q09	pasteque	1	Metaphor	Low	P12	NA	NA	20
Suj12	12Q10	escalope	1	Metaphor	Low	P12	NA	NA	20
Suj12	13Q01	chrysalide	1	Metaphor	Low	P13	1	NA	20
Suj12	13Q02	sapin	1	Metaphor	Low	P13	1	NA	20
Suj12	13Q03	colline	1	Metaphor	Low	P13	1	NA	20
Suj12	13Q04	grotte	1	Metaphor	Low	P13	1	NA	20
Suj12	13Q05	cratere	1	Metaphor	Low	P13	1	NA	20
Suj12	13Q06	dune	1	Metaphor	Low	P13	NA	NA	20
Suj12	13Q07	falaise	1	Metaphor	Low	P13	NA	NA	20
Suj12	13Q08	eboulis	1	Metaphor	Low	P13	NA	NA	20
Suj12	13Q09	banquise	1	Metaphor	Low	P13	NA	NA	20
Suj12	13Q10	fougere	1	Metaphor	Low	P13	NA	NA	20
Suj12	21Q01	brise	2	Metaphor	High	P21	7	NA	20
Suj12	21Q02	bruine	2	Metaphor	High	P21	2	NA	20
Suj12	21Q03	typhon	2	Metaphor	High	P21	7	NA	20
Suj12	21Q04	bourrasque	2	Metaphor	High	P21	4	NA	20
Suj12	21Q05	cyclone	2	Metaphor	High	P21	2	NA	20
Suj12	21Q06	seisme	2	Metaphor	High	P21	NA	NA	20
Suj12	21Q07	orage	2	Metaphor	High	P21	NA	NA	20
Suj12	21Q08	crachin	2	Metaphor	High	P21	NA	NA	20
Suj12	21Q09	mistral	2	Metaphor	High	P21	NA	NA	20
Suj12	21Q10	blizzard	2	Metaphor	High	P21	NA	NA	20
Suj12	22Q01	estomac	2	Metaphor	High	P22	4	NA	20
Suj12	22Q02	moustache	2	Metaphor	High	P22	1	NA	20
Suj12	22Q03	trachee	2	Metaphor	High	P22	7	NA	20
Suj12	22Q04	tempe	2	Metaphor	High	P22	2	NA	20
Suj12	22Q05	genou	2	Metaphor	High	P22	7	NA	20
Suj12	22Q06	thorax	2	Metaphor	High	P22	NA	NA	20
Suj12	22Q07	orteil	2	Metaphor	High	P22	NA	NA	20
Suj12	22Q08	cheveu	2	Metaphor	High	P22	NA	NA	20
Suj12	22Q09	epaule	2	Metaphor	High	P22	NA	NA	20
Suj12	22Q10	paupiere	2	Metaphor	High	P22	NA	NA	20
Suj12	23Q01	insalubrite	2	Metaphor	High	P23	1	NA	20
Suj12	23Q02	obesite	2	Metaphor	High	P23	1	NA	20
Suj12	23Q03	etancheite	2	Metaphor	High	P23	1	NA	20
Suj12	23Q04	compressibilite	2	Metaphor	High	P23	NA	Unknown	20
Suj12	23Q05	absorptivite	2	Metaphor	High	P23	1	NA	20
Suj12	23Q06	fluorescence	2	Metaphor	High	P23	NA	NA	20
Suj12	23Q07	corpulence	2	Metaphor	High	P23	NA	NA	20
Suj12	23Q08	sveltesse	2	Metaphor	High	P23	NA	NA	20
Suj12	23Q09	humidite	2	Metaphor	High	P23	NA	NA	20
Suj12	23Q10	adherence	2	Metaphor	High	P23	NA	NA	20
Suj12	31Q01	chevalet	3	Metonymy	Low	P31	1	NA	20
Suj12	31Q02	babyfoot	3	Metonymy	Low	P31	1	NA	20
Suj12	31Q03	chaudiere	3	Metonymy	Low	P31	1	NA	20
Suj12	31Q04	parcmetre	3	Metonymy	Low	P31	1	NA	20
Suj12	31Q05	piano	3	Metonymy	Low	P31	1	NA	20
Suj12	31Q06	microondes	3	Metonymy	Low	P31	NA	NA	20
Suj12	31Q07	enclume	3	Metonymy	Low	P31	NA	NA	20
Suj12	31Q08	photocopieuse	3	Metonymy	Low	P31	NA	NA	20
Suj12	31Q09	alambic	3	Metonymy	Low	P31	NA	NA	20
Suj12	31Q10	congelateur	3	Metonymy	Low	P31	NA	NA	20
Suj12	32Q01	jambe	3	Metonymy	Low	P32	7	NA	20
Suj12	32Q02	dos	3	Metonymy	Low	P32	1	NA	20
Suj12	32Q03	doigt	3	Metonymy	Low	P32	1	NA	20
Suj12	32Q04	cuisse	3	Metonymy	Low	P32	1	NA	20
Suj12	32Q05	poignet	3	Metonymy	Low	P32	2	NA	20
Suj12	32Q06	poing	3	Metonymy	Low	P32	NA	NA	20
Suj12	32Q07	abdos	3	Metonymy	Low	P32	NA	NA	20
Suj12	32Q08	uterus	3	Metonymy	Low	P32	NA	NA	20
Suj12	32Q09	gorge	3	Metonymy	Low	P32	NA	NA	20
Suj12	32Q10	sourcil	3	Metonymy	Low	P32	NA	NA	20
Suj12	33Q01	savoir	3	Metonymy	Low	P33	6	NA	20
Suj12	33Q02	laicite	3	Metonymy	Low	P33	3	NA	20
Suj12	33Q03	elegance	3	Metonymy	Low	P33	7	NA	20
Suj12	33Q04	generosite	3	Metonymy	Low	P33	1	NA	20
Suj12	33Q05	spiritualite	3	Metonymy	Low	P33	1	NA	20
Suj12	33Q06	pauvrete	3	Metonymy	Low	P33	NA	NA	20
Suj12	33Q07	ivresse	3	Metonymy	Low	P33	NA	NA	20
Suj12	33Q08	humour	3	Metonymy	Low	P33	NA	NA	20
Suj12	33Q09	paranoia	3	Metonymy	Low	P33	NA	NA	20
Suj12	33Q10	fougue	3	Metonymy	Low	P33	NA	NA	20
Suj12	41Q01	ablation	4	Metonymy	High	P41	7	NA	20
Suj12	41Q02	reparation	4	Metonymy	High	P41	5	NA	20
Suj12	41Q03	glanage	4	Metonymy	High	P41	NA	Unknown	20
Suj12	41Q04	racket	4	Metonymy	High	P41	7	NA	20
Suj12	41Q05	bouclage	4	Metonymy	High	P41	2	NA	20
Suj12	41Q06	perquisition	4	Metonymy	High	P41	NA	NA	20
Suj12	41Q07	liquidation	4	Metonymy	High	P41	NA	NA	20
Suj12	41Q08	broyage	4	Metonymy	High	P41	NA	NA	20
Suj12	41Q09	largage	4	Metonymy	High	P41	NA	NA	20
Suj12	41Q10	verification	4	Metonymy	High	P41	NA	NA	20
Suj12	42Q01	paternalisme	4	Metonymy	High	P42	2	NA	20
Suj12	42Q02	serviabilite	4	Metonymy	High	P42	7	NA	20
Suj12	42Q03	sincerite	4	Metonymy	High	P42	7	NA	20
Suj12	42Q04	clemence	4	Metonymy	High	P42	7	NA	20
Suj12	42Q05	bienveillance	4	Metonymy	High	P42	7	NA	20
Suj12	42Q06	neutralite	4	Metonymy	High	P42	NA	NA	20
Suj12	42Q07	sexisme	4	Metonymy	High	P42	NA	NA	20
Suj12	42Q08	arrogance	4	Metonymy	High	P42	NA	NA	20
Suj12	42Q09	docilite	4	Metonymy	High	P42	NA	NA	20
Suj12	42Q10	immaturite	4	Metonymy	High	P42	NA	NA	20
Suj12	43Q01	safran	4	Metonymy	High	P43	1	NA	20
Suj12	43Q02	vinaigre	4	Metonymy	High	P43	7	NA	20
Suj12	43Q03	levure	4	Metonymy	High	P43	5	NA	20
Suj12	43Q04	moutarde	4	Metonymy	High	P43	7	NA	20
Suj12	43Q05	vanille	4	Metonymy	High	P43	7	NA	20
Suj12	43Q06	lait	4	Metonymy	High	P43	NA	NA	20
Suj12	43Q07	ketchup	4	Metonymy	High	P43	NA	NA	20
Suj12	43Q08	sel	4	Metonymy	High	P43	NA	NA	20
Suj12	43Q09	beurre	4	Metonymy	High	P43	NA	NA	20
Suj12	43Q10	huile	4	Metonymy	High	P43	NA	NA	20
Suj13	11Q01	mentor	1	Metaphor	Low	P11	1	NA	20
Suj13	11Q02	croupier	1	Metaphor	Low	P11	5	NA	20
Suj13	11Q03	vigile	1	Metaphor	Low	P11	6	NA	20
Suj13	11Q04	barman	1	Metaphor	Low	P11	2	NA	20
Suj13	11Q05	pompier	1	Metaphor	Low	P11	1	NA	20
Suj13	11Q06	majordome	1	Metaphor	Low	P11	NA	NA	20
Suj13	11Q07	acrobate	1	Metaphor	Low	P11	NA	NA	20
Suj13	11Q08	arbitre	1	Metaphor	Low	P11	NA	NA	20
Suj13	11Q09	infirmier	1	Metaphor	Low	P11	NA	NA	20
Suj13	11Q10	troubadour	1	Metaphor	Low	P11	NA	NA	20
Suj13	12Q01	pistache	1	Metaphor	Low	P12	7	NA	20
Suj13	12Q02	orange	1	Metaphor	Low	P12	2	NA	20
Suj13	12Q03	cacahuete	1	Metaphor	Low	P12	5	NA	20
Suj13	12Q04	abricot	1	Metaphor	Low	P12	3	NA	20
Suj13	12Q05	olive	1	Metaphor	Low	P12	6	NA	20
Suj13	12Q06	cerise	1	Metaphor	Low	P12	NA	NA	20
Suj13	12Q07	haricot	1	Metaphor	Low	P12	NA	NA	20
Suj13	12Q08	datte	1	Metaphor	Low	P12	NA	NA	20
Suj13	12Q09	pasteque	1	Metaphor	Low	P12	NA	NA	20
Suj13	12Q10	escalope	1	Metaphor	Low	P12	NA	NA	20
Suj13	13Q01	chrysalide	1	Metaphor	Low	P13	6	NA	20
Suj13	13Q02	sapin	1	Metaphor	Low	P13	3	NA	20
Suj13	13Q03	colline	1	Metaphor	Low	P13	5	NA	20
Suj13	13Q04	grotte	1	Metaphor	Low	P13	2	NA	20
Suj13	13Q05	cratere	1	Metaphor	Low	P13	3	NA	20
Suj13	13Q06	dune	1	Metaphor	Low	P13	NA	NA	20
Suj13	13Q07	falaise	1	Metaphor	Low	P13	NA	NA	20
Suj13	13Q08	eboulis	1	Metaphor	Low	P13	NA	NA	20
Suj13	13Q09	banquise	1	Metaphor	Low	P13	NA	NA	20
Suj13	13Q10	fougere	1	Metaphor	Low	P13	NA	NA	20
Suj13	21Q01	brise	2	Metaphor	High	P21	6	NA	20
Suj13	21Q02	bruine	2	Metaphor	High	P21	5	NA	20
Suj13	21Q03	typhon	2	Metaphor	High	P21	2	NA	20
Suj13	21Q04	bourrasque	2	Metaphor	High	P21	7	NA	20
Suj13	21Q05	cyclone	2	Metaphor	High	P21	4	NA	20
Suj13	21Q06	seisme	2	Metaphor	High	P21	NA	NA	20
Suj13	21Q07	orage	2	Metaphor	High	P21	NA	NA	20
Suj13	21Q08	crachin	2	Metaphor	High	P21	NA	NA	20
Suj13	21Q09	mistral	2	Metaphor	High	P21	NA	NA	20
Suj13	21Q10	blizzard	2	Metaphor	High	P21	NA	NA	20
Suj13	22Q01	estomac	2	Metaphor	High	P22	6	NA	20
Suj13	22Q02	moustache	2	Metaphor	High	P22	5	NA	20
Suj13	22Q03	trachee	2	Metaphor	High	P22	2	NA	20
Suj13	22Q04	tempe	2	Metaphor	High	P22	6	NA	20
Suj13	22Q05	genou	2	Metaphor	High	P22	2	NA	20
Suj13	22Q06	thorax	2	Metaphor	High	P22	NA	NA	20
Suj13	22Q07	orteil	2	Metaphor	High	P22	NA	NA	20
Suj13	22Q08	cheveu	2	Metaphor	High	P22	NA	NA	20
Suj13	22Q09	epaule	2	Metaphor	High	P22	NA	NA	20
Suj13	22Q10	paupiere	2	Metaphor	High	P22	NA	NA	20
Suj13	23Q01	insalubrite	2	Metaphor	High	P23	7	NA	20
Suj13	23Q02	obesite	2	Metaphor	High	P23	2	NA	20
Suj13	23Q03	etancheite	2	Metaphor	High	P23	1	NA	20
Suj13	23Q04	compressibilite	2	Metaphor	High	P23	5	NA	20
Suj13	23Q05	absorptivite	2	Metaphor	High	P23	5	NA	20
Suj13	23Q06	fluorescence	2	Metaphor	High	P23	NA	NA	20
Suj13	23Q07	corpulence	2	Metaphor	High	P23	NA	NA	20
Suj13	23Q08	sveltesse	2	Metaphor	High	P23	NA	NA	20
Suj13	23Q09	humidite	2	Metaphor	High	P23	NA	NA	20
Suj13	23Q10	adherence	2	Metaphor	High	P23	NA	NA	20
Suj13	31Q01	chevalet	3	Metonymy	Low	P31	1	NA	20
Suj13	31Q02	babyfoot	3	Metonymy	Low	P31	1	NA	20
Suj13	31Q03	chaudiere	3	Metonymy	Low	P31	4	NA	20
Suj13	31Q04	parcmetre	3	Metonymy	Low	P31	3	NA	20
Suj13	31Q05	piano	3	Metonymy	Low	P31	1	NA	20
Suj13	31Q06	microondes	3	Metonymy	Low	P31	NA	NA	20
Suj13	31Q07	enclume	3	Metonymy	Low	P31	NA	NA	20
Suj13	31Q08	photocopieuse	3	Metonymy	Low	P31	NA	NA	20
Suj13	31Q09	alambic	3	Metonymy	Low	P31	NA	NA	20
Suj13	31Q10	congelateur	3	Metonymy	Low	P31	NA	NA	20
Suj13	32Q01	jambe	3	Metonymy	Low	P32	6	NA	20
Suj13	32Q02	dos	3	Metonymy	Low	P32	1	NA	20
Suj13	32Q03	doigt	3	Metonymy	Low	P32	2	NA	20
Suj13	32Q04	cuisse	3	Metonymy	Low	P32	1	NA	20
Suj13	32Q05	poignet	3	Metonymy	Low	P32	2	NA	20
Suj13	32Q06	poing	3	Metonymy	Low	P32	NA	NA	20
Suj13	32Q07	abdos	3	Metonymy	Low	P32	NA	NA	20
Suj13	32Q08	uterus	3	Metonymy	Low	P32	NA	NA	20
Suj13	32Q09	gorge	3	Metonymy	Low	P32	NA	NA	20
Suj13	32Q10	sourcil	3	Metonymy	Low	P32	NA	NA	20
Suj13	33Q01	savoir	3	Metonymy	Low	P33	4	NA	20
Suj13	33Q02	laicite	3	Metonymy	Low	P33	6	NA	20
Suj13	33Q03	elegance	3	Metonymy	Low	P33	5	NA	20
Suj13	33Q04	generosite	3	Metonymy	Low	P33	2	NA	20
Suj13	33Q05	spiritualite	3	Metonymy	Low	P33	4	NA	20
Suj13	33Q06	pauvrete	3	Metonymy	Low	P33	NA	NA	20
Suj13	33Q07	ivresse	3	Metonymy	Low	P33	NA	NA	20
Suj13	33Q08	humour	3	Metonymy	Low	P33	NA	NA	20
Suj13	33Q09	paranoia	3	Metonymy	Low	P33	NA	NA	20
Suj13	33Q10	fougue	3	Metonymy	Low	P33	NA	NA	20
Suj13	41Q01	ablation	4	Metonymy	High	P41	4	NA	20
Suj13	41Q02	reparation	4	Metonymy	High	P41	4	NA	20
Suj13	41Q03	glanage	4	Metonymy	High	P41	3	NA	20
Suj13	41Q04	racket	4	Metonymy	High	P41	5	NA	20
Suj13	41Q05	bouclage	4	Metonymy	High	P41	4	NA	20
Suj13	41Q06	perquisition	4	Metonymy	High	P41	NA	NA	20
Suj13	41Q07	liquidation	4	Metonymy	High	P41	NA	NA	20
Suj13	41Q08	broyage	4	Metonymy	High	P41	NA	NA	20
Suj13	41Q09	largage	4	Metonymy	High	P41	NA	NA	20
Suj13	41Q10	verification	4	Metonymy	High	P41	NA	NA	20
Suj13	42Q01	paternalisme	4	Metonymy	High	P42	7	NA	20
Suj13	42Q02	serviabilite	4	Metonymy	High	P42	6	NA	20
Suj13	42Q03	sincerite	4	Metonymy	High	P42	5	NA	20
Suj13	42Q04	clemence	4	Metonymy	High	P42	6	NA	20
Suj13	42Q05	bienveillance	4	Metonymy	High	P42	6	NA	20
Suj13	42Q06	neutralite	4	Metonymy	High	P42	NA	NA	20
Suj13	42Q07	sexisme	4	Metonymy	High	P42	NA	NA	20
Suj13	42Q08	arrogance	4	Metonymy	High	P42	NA	NA	20
Suj13	42Q09	docilite	4	Metonymy	High	P42	NA	NA	20
Suj13	42Q10	immaturite	4	Metonymy	High	P42	NA	NA	20
Suj13	43Q01	safran	4	Metonymy	High	P43	5	NA	20
Suj13	43Q02	vinaigre	4	Metonymy	High	P43	4	NA	20
Suj13	43Q03	levure	4	Metonymy	High	P43	2	NA	20
Suj13	43Q04	moutarde	4	Metonymy	High	P43	1	NA	20
Suj13	43Q05	vanille	4	Metonymy	High	P43	4	NA	20
Suj13	43Q06	lait	4	Metonymy	High	P43	NA	NA	20
Suj13	43Q07	ketchup	4	Metonymy	High	P43	NA	NA	20
Suj13	43Q08	sel	4	Metonymy	High	P43	NA	NA	20
Suj13	43Q09	beurre	4	Metonymy	High	P43	NA	NA	20
Suj13	43Q10	huile	4	Metonymy	High	P43	NA	NA	20
Suj14	11Q01	mentor	1	Metaphor	Low	P11	2	NA	28
Suj14	11Q02	croupier	1	Metaphor	Low	P11	7	NA	28
Suj14	11Q03	vigile	1	Metaphor	Low	P11	2	NA	28
Suj14	11Q04	barman	1	Metaphor	Low	P11	3	NA	28
Suj14	11Q05	pompier	1	Metaphor	Low	P11	3	NA	28
Suj14	11Q06	majordome	1	Metaphor	Low	P11	NA	NA	28
Suj14	11Q07	acrobate	1	Metaphor	Low	P11	NA	NA	28
Suj14	11Q08	arbitre	1	Metaphor	Low	P11	NA	NA	28
Suj14	11Q09	infirmier	1	Metaphor	Low	P11	NA	NA	28
Suj14	11Q10	troubadour	1	Metaphor	Low	P11	NA	NA	28
Suj14	12Q01	pistache	1	Metaphor	Low	P12	7	NA	28
Suj14	12Q02	orange	1	Metaphor	Low	P12	7	NA	28
Suj14	12Q03	cacahuete	1	Metaphor	Low	P12	7	NA	28
Suj14	12Q04	abricot	1	Metaphor	Low	P12	7	NA	28
Suj14	12Q05	olive	1	Metaphor	Low	P12	7	NA	28
Suj14	12Q06	cerise	1	Metaphor	Low	P12	NA	NA	28
Suj14	12Q07	haricot	1	Metaphor	Low	P12	NA	NA	28
Suj14	12Q08	datte	1	Metaphor	Low	P12	NA	NA	28
Suj14	12Q09	pasteque	1	Metaphor	Low	P12	NA	NA	28
Suj14	12Q10	escalope	1	Metaphor	Low	P12	NA	NA	28
Suj14	13Q01	chrysalide	1	Metaphor	Low	P13	4	NA	28
Suj14	13Q02	sapin	1	Metaphor	Low	P13	1	NA	28
Suj14	13Q03	colline	1	Metaphor	Low	P13	4	NA	28
Suj14	13Q04	grotte	1	Metaphor	Low	P13	2	NA	28
Suj14	13Q05	cratere	1	Metaphor	Low	P13	3	NA	28
Suj14	13Q06	dune	1	Metaphor	Low	P13	NA	NA	28
Suj14	13Q07	falaise	1	Metaphor	Low	P13	NA	NA	28
Suj14	13Q08	eboulis	1	Metaphor	Low	P13	NA	NA	28
Suj14	13Q09	banquise	1	Metaphor	Low	P13	NA	NA	28
Suj14	13Q10	fougere	1	Metaphor	Low	P13	NA	NA	28
Suj14	21Q01	brise	2	Metaphor	High	P21	3	NA	28
Suj14	21Q02	bruine	2	Metaphor	High	P21	NA	Unknown	28
Suj14	21Q03	typhon	2	Metaphor	High	P21	5	NA	28
Suj14	21Q04	bourrasque	2	Metaphor	High	P21	5	NA	28
Suj14	21Q05	cyclone	2	Metaphor	High	P21	5	NA	28
Suj14	21Q06	seisme	2	Metaphor	High	P21	NA	NA	28
Suj14	21Q07	orage	2	Metaphor	High	P21	NA	NA	28
Suj14	21Q08	crachin	2	Metaphor	High	P21	NA	NA	28
Suj14	21Q09	mistral	2	Metaphor	High	P21	NA	NA	28
Suj14	21Q10	blizzard	2	Metaphor	High	P21	NA	NA	28
Suj14	22Q01	estomac	2	Metaphor	High	P22	7	NA	28
Suj14	22Q02	moustache	2	Metaphor	High	P22	7	NA	28
Suj14	22Q03	trachee	2	Metaphor	High	P22	7	NA	28
Suj14	22Q04	tempe	2	Metaphor	High	P22	3	NA	28
Suj14	22Q05	genou	2	Metaphor	High	P22	7	NA	28
Suj14	22Q06	thorax	2	Metaphor	High	P22	NA	NA	28
Suj14	22Q07	orteil	2	Metaphor	High	P22	NA	NA	28
Suj14	22Q08	cheveu	2	Metaphor	High	P22	NA	NA	28
Suj14	22Q09	epaule	2	Metaphor	High	P22	NA	NA	28
Suj14	22Q10	paupiere	2	Metaphor	High	P22	NA	NA	28
Suj14	23Q01	insalubrite	2	Metaphor	High	P23	7	NA	28
Suj14	23Q02	obesite	2	Metaphor	High	P23	4	NA	28
Suj14	23Q03	etancheite	2	Metaphor	High	P23	7	NA	28
Suj14	23Q04	compressibilite	2	Metaphor	High	P23	NA	Unknown	28
Suj14	23Q05	absorptivite	2	Metaphor	High	P23	7	NA	28
Suj14	23Q06	fluorescence	2	Metaphor	High	P23	NA	NA	28
Suj14	23Q07	corpulence	2	Metaphor	High	P23	NA	NA	28
Suj14	23Q08	sveltesse	2	Metaphor	High	P23	NA	NA	28
Suj14	23Q09	humidite	2	Metaphor	High	P23	NA	NA	28
Suj14	23Q10	adherence	2	Metaphor	High	P23	NA	NA	28
Suj14	31Q01	chevalet	3	Metonymy	Low	P31	3	NA	28
Suj14	31Q02	babyfoot	3	Metonymy	Low	P31	3	NA	28
Suj14	31Q03	chaudiere	3	Metonymy	Low	P31	3	NA	28
Suj14	31Q04	parcmetre	3	Metonymy	Low	P31	3	NA	28
Suj14	31Q05	piano	3	Metonymy	Low	P31	1	NA	28
Suj14	31Q06	microondes	3	Metonymy	Low	P31	NA	NA	28
Suj14	31Q07	enclume	3	Metonymy	Low	P31	NA	NA	28
Suj14	31Q08	photocopieuse	3	Metonymy	Low	P31	NA	NA	28
Suj14	31Q09	alambic	3	Metonymy	Low	P31	NA	NA	28
Suj14	31Q10	congelateur	3	Metonymy	Low	P31	NA	NA	28
Suj14	32Q01	jambe	3	Metonymy	Low	P32	6	NA	28
Suj14	32Q02	dos	3	Metonymy	Low	P32	1	NA	28
Suj14	32Q03	doigt	3	Metonymy	Low	P32	5	NA	28
Suj14	32Q04	cuisse	3	Metonymy	Low	P32	3	NA	28
Suj14	32Q05	poignet	3	Metonymy	Low	P32	7	NA	28
Suj14	32Q06	poing	3	Metonymy	Low	P32	NA	NA	28
Suj14	32Q07	abdos	3	Metonymy	Low	P32	NA	NA	28
Suj14	32Q08	uterus	3	Metonymy	Low	P32	NA	NA	28
Suj14	32Q09	gorge	3	Metonymy	Low	P32	NA	NA	28
Suj14	32Q10	sourcil	3	Metonymy	Low	P32	NA	NA	28
Suj14	33Q01	savoir	3	Metonymy	Low	P33	7	NA	28
Suj14	33Q02	laicite	3	Metonymy	Low	P33	5	NA	28
Suj14	33Q03	elegance	3	Metonymy	Low	P33	6	NA	28
Suj14	33Q04	generosite	3	Metonymy	Low	P33	7	NA	28
Suj14	33Q05	spiritualite	3	Metonymy	Low	P33	7	NA	28
Suj14	33Q06	pauvrete	3	Metonymy	Low	P33	NA	NA	28
Suj14	33Q07	ivresse	3	Metonymy	Low	P33	NA	NA	28
Suj14	33Q08	humour	3	Metonymy	Low	P33	NA	NA	28
Suj14	33Q09	paranoia	3	Metonymy	Low	P33	NA	NA	28
Suj14	33Q10	fougue	3	Metonymy	Low	P33	NA	NA	28
Suj14	41Q01	ablation	4	Metonymy	High	P41	7	NA	28
Suj14	41Q02	reparation	4	Metonymy	High	P41	4	NA	28
Suj14	41Q03	glanage	4	Metonymy	High	P41	NA	Unknown	28
Suj14	41Q04	racket	4	Metonymy	High	P41	5	NA	28
Suj14	41Q05	bouclage	4	Metonymy	High	P41	4	NA	28
Suj14	41Q06	perquisition	4	Metonymy	High	P41	NA	NA	28
Suj14	41Q07	liquidation	4	Metonymy	High	P41	NA	NA	28
Suj14	41Q08	broyage	4	Metonymy	High	P41	NA	NA	28
Suj14	41Q09	largage	4	Metonymy	High	P41	NA	NA	28
Suj14	41Q10	verification	4	Metonymy	High	P41	NA	NA	28
Suj14	42Q01	paternalisme	4	Metonymy	High	P42	7	NA	28
Suj14	42Q02	serviabilite	4	Metonymy	High	P42	5	NA	28
Suj14	42Q03	sincerite	4	Metonymy	High	P42	7	NA	28
Suj14	42Q04	clemence	4	Metonymy	High	P42	5	NA	28
Suj14	42Q05	bienveillance	4	Metonymy	High	P42	7	NA	28
Suj14	42Q06	neutralite	4	Metonymy	High	P42	NA	NA	28
Suj14	42Q07	sexisme	4	Metonymy	High	P42	NA	NA	28
Suj14	42Q08	arrogance	4	Metonymy	High	P42	NA	NA	28
Suj14	42Q09	docilite	4	Metonymy	High	P42	NA	NA	28
Suj14	42Q10	immaturite	4	Metonymy	High	P42	NA	NA	28
Suj14	43Q01	safran	4	Metonymy	High	P43	7	NA	28
Suj14	43Q02	vinaigre	4	Metonymy	High	P43	7	NA	28
Suj14	43Q03	levure	4	Metonymy	High	P43	7	NA	28
Suj14	43Q04	moutarde	4	Metonymy	High	P43	7	NA	28
Suj14	43Q05	vanille	4	Metonymy	High	P43	7	NA	28
Suj14	43Q06	lait	4	Metonymy	High	P43	NA	NA	28
Suj14	43Q07	ketchup	4	Metonymy	High	P43	NA	NA	28
Suj14	43Q08	sel	4	Metonymy	High	P43	NA	NA	28
Suj14	43Q09	beurre	4	Metonymy	High	P43	NA	NA	28
Suj14	43Q10	huile	4	Metonymy	High	P43	NA	NA	28
Suj15	11Q01	mentor	1	Metaphor	Low	P11	3	NA	21
Suj15	11Q02	croupier	1	Metaphor	Low	P11	5	NA	21
Suj15	11Q03	vigile	1	Metaphor	Low	P11	6	NA	21
Suj15	11Q04	barman	1	Metaphor	Low	P11	1	NA	21
Suj15	11Q05	pompier	1	Metaphor	Low	P11	1	NA	21
Suj15	11Q06	majordome	1	Metaphor	Low	P11	NA	NA	21
Suj15	11Q07	acrobate	1	Metaphor	Low	P11	NA	NA	21
Suj15	11Q08	arbitre	1	Metaphor	Low	P11	NA	NA	21
Suj15	11Q09	infirmier	1	Metaphor	Low	P11	NA	NA	21
Suj15	11Q10	troubadour	1	Metaphor	Low	P11	NA	NA	21
Suj15	12Q01	pistache	1	Metaphor	Low	P12	1	NA	21
Suj15	12Q02	orange	1	Metaphor	Low	P12	1	NA	21
Suj15	12Q03	cacahuete	1	Metaphor	Low	P12	1	NA	21
Suj15	12Q04	abricot	1	Metaphor	Low	P12	5	NA	21
Suj15	12Q05	olive	1	Metaphor	Low	P12	1	NA	21
Suj15	12Q06	cerise	1	Metaphor	Low	P12	NA	NA	21
Suj15	12Q07	haricot	1	Metaphor	Low	P12	NA	NA	21
Suj15	12Q08	datte	1	Metaphor	Low	P12	NA	NA	21
Suj15	12Q09	pasteque	1	Metaphor	Low	P12	NA	NA	21
Suj15	12Q10	escalope	1	Metaphor	Low	P12	NA	NA	21
Suj15	13Q01	chrysalide	1	Metaphor	Low	P13	6	NA	21
Suj15	13Q02	sapin	1	Metaphor	Low	P13	1	NA	21
Suj15	13Q03	colline	1	Metaphor	Low	P13	1	NA	21
Suj15	13Q04	grotte	1	Metaphor	Low	P13	5	NA	21
Suj15	13Q05	cratere	1	Metaphor	Low	P13	6	NA	21
Suj15	13Q06	dune	1	Metaphor	Low	P13	NA	NA	21
Suj15	13Q07	falaise	1	Metaphor	Low	P13	NA	NA	21
Suj15	13Q08	eboulis	1	Metaphor	Low	P13	NA	NA	21
Suj15	13Q09	banquise	1	Metaphor	Low	P13	NA	NA	21
Suj15	13Q10	fougere	1	Metaphor	Low	P13	NA	NA	21
Suj15	21Q01	brise	2	Metaphor	High	P21	7	NA	21
Suj15	21Q02	bruine	2	Metaphor	High	P21	NA	Unknown	21
Suj15	21Q03	typhon	2	Metaphor	High	P21	7	NA	21
Suj15	21Q04	bourrasque	2	Metaphor	High	P21	6	NA	21
Suj15	21Q05	cyclone	2	Metaphor	High	P21	7	NA	21
Suj15	21Q06	seisme	2	Metaphor	High	P21	NA	NA	21
Suj15	21Q07	orage	2	Metaphor	High	P21	NA	NA	21
Suj15	21Q08	crachin	2	Metaphor	High	P21	NA	NA	21
Suj15	21Q09	mistral	2	Metaphor	High	P21	NA	NA	21
